Data Medicao,Hora Medicao,RADIACAO GLOBAL(Kj/m²),TEMPERATURA DO AR - BULBO SECO HORARIA(°C),TEMPERATURA DO AR - BULBO SECO HORARIA(°C),VENTO  RAJADA MAXIMA(m/s)
8/8/2020,8:00:00,null,null,null,null
8/8/2020,9:00:00,null,null,null,null
8/8/2020,10:00:00,null,null,null,null
8/8/2020,11:00:00,null,null,null,null
8/8/2020,12:00:00,null,null,null,null
8/8/2020,13:00:00,null,null,null,null
8/8/2020,14:00:00,null,null,null,null
8/8/2020,15:00:00,null,null,null,null
8/8/2020,16:00:00,null,null,null,null
8/8/2020,17:00:00,null,null,null,null
8/8/2020,18:00:00,null,null,null,null
8/8/2020,19:00:00,null,null,null,null
8/8/2020,20:00:00,null,null,null,null
8/8/2020,21:00:00,null,null,null,null
8/8/2020,22:00:00,null,null,null,null
8/8/2020,23:00:00,null,null,null,null
8/9/2020,0:00:00,null,null,null,null
8/9/2020,1:00:00,null,null,null,null
8/9/2020,2:00:00,null,null,null,null
8/9/2020,3:00:00,null,null,null,null
8/9/2020,4:00:00,null,null,null,null
8/9/2020,5:00:00,null,null,null,null
8/9/2020,6:00:00,null,null,null,null
8/9/2020,7:00:00,null,null,null,null
8/9/2020,8:00:00,null,null,null,null
8/9/2020,9:00:00,null,null,null,null
8/9/2020,10:00:00,null,null,null,null
8/9/2020,11:00:00,null,null,null,null
8/9/2020,12:00:00,null,null,null,null
8/9/2020,13:00:00,null,null,null,null
8/9/2020,14:00:00,null,null,null,null
8/9/2020,15:00:00,null,null,null,null
8/9/2020,16:00:00,null,null,null,null
8/9/2020,17:00:00,null,null,null,null
8/9/2020,18:00:00,null,null,null,null
8/9/2020,19:00:00,null,null,null,null
8/9/2020,20:00:00,null,null,null,null
8/9/2020,21:00:00,null,null,null,null
8/9/2020,22:00:00,null,null,null,null
8/9/2020,23:00:00,null,null,null,null
8/10/2020,0:00:00,null,null,null,null
8/10/2020,1:00:00,null,null,null,null
8/10/2020,2:00:00,null,null,null,null
8/10/2020,3:00:00,null,null,null,null
8/10/2020,4:00:00,null,null,null,null
8/10/2020,5:00:00,null,null,null,null
8/10/2020,6:00:00,null,null,null,null
8/10/2020,7:00:00,null,null,null,null
8/10/2020,8:00:00,null,null,null,null
8/10/2020,9:00:00,null,null,null,null
8/10/2020,10:00:00,null,null,null,null
8/10/2020,11:00:00,null,null,null,null
8/10/2020,12:00:00,null,null,null,null
8/10/2020,13:00:00,null,null,null,null
8/10/2020,14:00:00,null,null,null,null
8/10/2020,15:00:00,null,null,null,null
8/10/2020,16:00:00,null,null,null,null
8/10/2020,17:00:00,null,null,null,null
8/10/2020,18:00:00,null,null,null,null
8/10/2020,19:00:00,null,null,null,null
8/10/2020,20:00:00,null,null,null,null
8/10/2020,21:00:00,null,null,null,null
8/10/2020,22:00:00,null,null,null,null
8/10/2020,23:00:00,null,null,null,null
8/11/2020,0:00:00,null,null,null,null
8/11/2020,1:00:00,null,null,null,null
8/11/2020,2:00:00,null,null,null,null
8/11/2020,3:00:00,null,null,null,null
8/11/2020,4:00:00,null,null,null,null
8/11/2020,5:00:00,null,null,null,null
8/11/2020,6:00:00,null,null,null,null
8/11/2020,7:00:00,null,null,null,null
8/11/2020,8:00:00,null,null,null,null
8/11/2020,9:00:00,null,null,null,null
8/11/2020,10:00:00,null,null,null,null
8/11/2020,11:00:00,null,null,null,null
8/11/2020,12:00:00,null,null,null,null
8/11/2020,13:00:00,null,null,null,null
8/11/2020,14:00:00,null,null,null,null
8/11/2020,15:00:00,null,null,null,null
8/11/2020,16:00:00,null,null,null,null
8/11/2020,17:00:00,null,null,null,null
8/11/2020,18:00:00,null,null,null,null
8/11/2020,19:00:00,null,null,null,null
8/11/2020,20:00:00,null,null,null,null
8/11/2020,21:00:00,null,null,null,null
8/11/2020,22:00:00,null,null,null,null
8/11/2020,23:00:00,null,null,null,null
8/12/2020,0:00:00,null,null,null,null
8/12/2020,1:00:00,null,null,null,null
8/12/2020,2:00:00,null,null,null,null
8/12/2020,3:00:00,null,null,null,null
8/12/2020,4:00:00,null,null,null,null
8/12/2020,5:00:00,null,null,null,null
8/12/2020,6:00:00,null,null,null,null
8/12/2020,7:00:00,null,null,null,null
8/12/2020,8:00:00,null,null,null,null
8/12/2020,9:00:00,null,null,null,null
8/12/2020,10:00:00,null,null,null,null
8/12/2020,11:00:00,null,null,null,null
8/12/2020,12:00:00,null,null,null,null
8/12/2020,13:00:00,null,null,null,null
8/12/2020,14:00:00,null,null,null,null
8/12/2020,15:00:00,null,null,null,null
8/12/2020,16:00:00,null,null,null,null
8/12/2020,17:00:00,null,null,null,null
8/12/2020,18:00:00,null,null,null,null
8/12/2020,19:00:00,null,null,null,null
8/12/2020,20:00:00,null,null,null,null
8/12/2020,21:00:00,null,null,null,null
8/12/2020,22:00:00,null,null,null,null
8/12/2020,23:00:00,null,null,null,null
8/13/2020,0:00:00,null,null,null,null
8/13/2020,1:00:00,null,null,null,null
8/13/2020,2:00:00,null,null,null,null
8/13/2020,3:00:00,null,null,null,null
8/13/2020,4:00:00,null,null,null,null
8/13/2020,5:00:00,null,null,null,null
8/13/2020,6:00:00,null,null,null,null
8/13/2020,7:00:00,null,null,null,null
8/13/2020,8:00:00,null,null,null,null
8/13/2020,9:00:00,null,null,null,null
8/13/2020,10:00:00,null,null,null,null
8/13/2020,11:00:00,null,null,null,null
8/13/2020,12:00:00,null,null,null,null
8/13/2020,13:00:00,null,null,null,null
8/13/2020,14:00:00,null,null,null,null
8/13/2020,15:00:00,null,null,null,null
8/13/2020,16:00:00,null,null,null,null
8/13/2020,17:00:00,null,null,null,null
8/13/2020,18:00:00,null,null,null,null
8/13/2020,19:00:00,null,null,null,null
8/13/2020,20:00:00,null,null,null,null
8/13/2020,21:00:00,null,null,null,null
8/13/2020,22:00:00,null,null,null,null
8/13/2020,23:00:00,null,null,null,null
8/14/2020,0:00:00,null,null,null,null
8/14/2020,1:00:00,null,null,null,null
8/14/2020,2:00:00,null,null,null,null
8/14/2020,3:00:00,null,null,null,null
8/14/2020,4:00:00,null,null,null,null
8/14/2020,5:00:00,null,null,null,null
8/14/2020,6:00:00,null,null,null,null
8/14/2020,7:00:00,null,null,null,null
8/14/2020,8:00:00,null,null,null,null
8/14/2020,9:00:00,null,null,null,null
8/14/2020,10:00:00,null,null,null,null
8/14/2020,11:00:00,null,null,null,null
8/14/2020,12:00:00,null,null,null,null
8/14/2020,13:00:00,null,null,null,null
8/14/2020,14:00:00,null,null,null,null
8/14/2020,15:00:00,null,null,null,null
8/14/2020,16:00:00,null,null,null,null
8/14/2020,17:00:00,null,null,null,null
8/14/2020,18:00:00,null,null,null,null
8/14/2020,19:00:00,null,null,null,null
8/14/2020,20:00:00,null,null,null,null
8/14/2020,21:00:00,null,null,null,null
8/14/2020,22:00:00,null,null,null,null
8/14/2020,23:00:00,null,null,null,null
8/15/2020,0:00:00,null,null,null,null
8/15/2020,1:00:00,null,null,null,null
8/15/2020,2:00:00,null,null,null,null
8/15/2020,3:00:00,null,null,null,null
8/15/2020,4:00:00,null,null,null,null
8/15/2020,5:00:00,null,null,null,null
8/15/2020,6:00:00,null,null,null,null
8/15/2020,7:00:00,null,null,null,null
8/15/2020,8:00:00,null,null,null,null
8/15/2020,9:00:00,null,null,null,null
8/15/2020,10:00:00,null,null,null,null
8/15/2020,11:00:00,null,null,null,null
8/15/2020,12:00:00,null,null,null,null
8/15/2020,13:00:00,null,null,null,null
8/15/2020,14:00:00,null,null,null,null
8/15/2020,15:00:00,null,null,null,null
8/15/2020,16:00:00,null,null,null,null
8/15/2020,17:00:00,null,null,null,null
8/15/2020,18:00:00,null,null,null,null
8/15/2020,19:00:00,null,null,null,null
8/15/2020,20:00:00,null,null,null,null
8/15/2020,21:00:00,null,null,null,null
8/15/2020,22:00:00,null,null,null,null
8/15/2020,23:00:00,null,null,null,null
8/16/2020,0:00:00,null,null,null,null
8/16/2020,1:00:00,null,null,null,null
8/16/2020,2:00:00,null,null,null,null
8/16/2020,3:00:00,null,null,null,null
8/16/2020,4:00:00,null,null,null,null
8/16/2020,5:00:00,null,null,null,null
8/16/2020,6:00:00,null,null,null,null
8/16/2020,7:00:00,null,null,null,null
8/16/2020,8:00:00,null,null,null,null
8/16/2020,9:00:00,null,null,null,null
8/16/2020,10:00:00,null,null,null,null
8/16/2020,11:00:00,null,null,null,null
8/16/2020,12:00:00,null,null,null,null
8/16/2020,13:00:00,null,null,null,null
8/16/2020,14:00:00,null,null,null,null
8/16/2020,15:00:00,null,null,null,null
8/16/2020,16:00:00,null,null,null,null
8/16/2020,17:00:00,null,null,null,null
8/16/2020,18:00:00,null,null,null,null
8/16/2020,19:00:00,null,null,null,null
8/16/2020,20:00:00,null,null,null,null
8/16/2020,21:00:00,null,null,null,null
8/16/2020,22:00:00,null,null,null,null
8/16/2020,23:00:00,null,null,null,null
8/17/2020,0:00:00,null,null,null,null
8/17/2020,1:00:00,null,null,null,null
8/17/2020,2:00:00,null,null,null,null
8/17/2020,3:00:00,null,null,null,null
8/17/2020,4:00:00,null,null,null,null
8/17/2020,5:00:00,null,null,null,null
8/17/2020,6:00:00,null,null,null,null
8/17/2020,7:00:00,null,null,null,null
8/17/2020,8:00:00,null,null,null,null
8/17/2020,9:00:00,null,null,null,null
8/17/2020,10:00:00,null,null,null,null
8/17/2020,11:00:00,null,null,null,null
8/17/2020,12:00:00,null,null,null,null
8/17/2020,13:00:00,null,null,null,null
8/17/2020,14:00:00,null,null,null,null
8/17/2020,15:00:00,null,null,null,null
8/17/2020,16:00:00,null,null,null,null
8/17/2020,17:00:00,null,null,null,null
8/17/2020,18:00:00,null,null,null,null
8/17/2020,19:00:00,null,null,null,null
8/17/2020,20:00:00,null,null,null,null
8/17/2020,21:00:00,null,null,null,null
8/17/2020,22:00:00,null,null,null,null
8/17/2020,23:00:00,null,null,null,null
8/18/2020,0:00:00,null,null,null,null
8/18/2020,1:00:00,null,null,null,null
8/18/2020,2:00:00,null,null,null,null
8/18/2020,3:00:00,null,null,null,null
8/18/2020,4:00:00,null,null,null,null
8/18/2020,5:00:00,null,null,null,null
8/18/2020,6:00:00,null,null,null,null
8/18/2020,7:00:00,null,null,null,null
8/18/2020,8:00:00,null,null,null,null
8/18/2020,9:00:00,null,null,null,null
8/18/2020,10:00:00,null,null,null,null
8/18/2020,11:00:00,null,null,null,null
8/18/2020,12:00:00,null,null,null,null
8/18/2020,13:00:00,null,null,null,null
8/18/2020,14:00:00,null,null,null,null
8/18/2020,15:00:00,null,null,null,null
8/18/2020,16:00:00,null,null,null,null
8/18/2020,17:00:00,null,null,null,null
8/18/2020,18:00:00,null,null,null,null
8/18/2020,19:00:00,null,null,null,null
8/18/2020,20:00:00,null,null,null,null
8/18/2020,21:00:00,null,null,null,null
8/18/2020,22:00:00,null,null,null,null
8/18/2020,23:00:00,null,null,null,null
8/19/2020,0:00:00,null,null,null,null
8/19/2020,1:00:00,null,null,null,null
8/19/2020,2:00:00,null,null,null,null
8/19/2020,3:00:00,null,null,null,null
8/19/2020,4:00:00,null,null,null,null
8/19/2020,5:00:00,null,null,null,null
8/19/2020,6:00:00,null,null,null,null
8/19/2020,7:00:00,null,null,null,null
8/19/2020,8:00:00,null,null,null,null
8/19/2020,9:00:00,null,null,null,null
8/19/2020,10:00:00,null,null,null,null
8/19/2020,11:00:00,null,null,null,null
8/19/2020,12:00:00,null,null,null,null
8/19/2020,13:00:00,null,null,null,null
8/19/2020,14:00:00,null,null,null,null
8/19/2020,15:00:00,null,null,null,null
8/19/2020,16:00:00,null,null,null,null
8/19/2020,17:00:00,null,null,null,null
8/19/2020,18:00:00,null,null,null,null
8/19/2020,19:00:00,null,null,null,null
8/19/2020,20:00:00,null,null,null,null
8/19/2020,21:00:00,null,null,null,null
8/19/2020,22:00:00,null,null,null,null
8/19/2020,23:00:00,null,null,null,null
8/20/2020,0:00:00,null,null,null,null
8/20/2020,1:00:00,null,null,null,null
8/20/2020,2:00:00,null,null,null,null
8/20/2020,3:00:00,null,null,null,null
8/20/2020,4:00:00,null,null,null,null
8/20/2020,5:00:00,null,null,null,null
8/20/2020,6:00:00,null,null,null,null
8/20/2020,7:00:00,null,null,null,null
8/20/2020,8:00:00,null,null,null,null
8/20/2020,9:00:00,null,null,null,null
8/20/2020,10:00:00,null,null,null,null
8/20/2020,11:00:00,null,null,null,null
8/20/2020,12:00:00,null,null,null,null
8/20/2020,13:00:00,null,null,null,null
8/20/2020,14:00:00,null,null,null,null
8/20/2020,15:00:00,null,null,null,null
8/20/2020,16:00:00,null,null,null,null
8/20/2020,17:00:00,null,null,null,null
8/20/2020,18:00:00,null,null,null,null
8/20/2020,19:00:00,null,null,null,null
8/20/2020,20:00:00,null,null,null,null
8/20/2020,21:00:00,null,null,null,null
8/20/2020,22:00:00,null,null,null,null
8/20/2020,23:00:00,null,null,null,null
8/21/2020,0:00:00,null,null,null,null
8/21/2020,1:00:00,null,null,null,null
8/21/2020,2:00:00,null,null,null,null
8/21/2020,3:00:00,null,null,null,null
8/21/2020,4:00:00,null,null,null,null
8/21/2020,5:00:00,null,null,null,null
8/21/2020,6:00:00,null,null,null,null
8/21/2020,7:00:00,null,null,null,null
8/21/2020,8:00:00,null,null,null,null
8/21/2020,9:00:00,null,null,null,null
8/21/2020,10:00:00,null,null,null,null
8/21/2020,11:00:00,null,null,null,null
8/21/2020,12:00:00,null,null,null,null
8/21/2020,13:00:00,null,null,null,null
8/21/2020,14:00:00,null,null,null,null
8/21/2020,15:00:00,null,null,null,null
8/21/2020,16:00:00,null,null,null,null
8/21/2020,17:00:00,null,null,null,null
8/21/2020,18:00:00,null,null,null,null
8/21/2020,19:00:00,null,null,null,null
8/21/2020,20:00:00,null,null,null,null
8/21/2020,21:00:00,null,null,null,null
8/21/2020,22:00:00,null,null,null,null
8/21/2020,23:00:00,null,null,null,null
8/22/2020,0:00:00,null,null,null,null
8/22/2020,1:00:00,null,null,null,null
8/22/2020,2:00:00,null,null,null,null
8/22/2020,3:00:00,null,null,null,null
8/22/2020,4:00:00,null,null,null,null
8/22/2020,5:00:00,null,null,null,null
8/22/2020,6:00:00,null,null,null,null
8/22/2020,7:00:00,null,null,null,null
8/22/2020,8:00:00,null,null,null,null
8/22/2020,9:00:00,null,null,null,null
8/22/2020,10:00:00,null,null,null,null
8/22/2020,11:00:00,null,null,null,null
8/22/2020,12:00:00,null,null,null,null
8/22/2020,13:00:00,null,null,null,null
8/22/2020,14:00:00,null,null,null,null
8/22/2020,15:00:00,null,null,null,null
8/22/2020,16:00:00,null,null,null,null
8/22/2020,17:00:00,null,null,null,null
8/22/2020,18:00:00,null,null,null,null
8/22/2020,19:00:00,null,null,null,null
8/22/2020,20:00:00,null,null,null,null
8/22/2020,21:00:00,null,null,null,null
8/22/2020,22:00:00,null,null,null,null
8/22/2020,23:00:00,null,null,null,null
8/23/2020,0:00:00,null,null,null,null
8/23/2020,1:00:00,null,null,null,null
8/23/2020,2:00:00,null,null,null,null
8/23/2020,3:00:00,null,null,null,null
8/23/2020,4:00:00,null,null,null,null
8/23/2020,5:00:00,null,null,null,null
8/23/2020,6:00:00,null,null,null,null
8/23/2020,7:00:00,null,null,null,null
8/23/2020,8:00:00,null,null,null,null
8/23/2020,9:00:00,null,null,null,null
8/23/2020,10:00:00,null,null,null,null
8/23/2020,11:00:00,null,null,null,null
8/23/2020,12:00:00,null,null,null,null
8/23/2020,13:00:00,null,null,null,null
8/23/2020,14:00:00,null,null,null,null
8/23/2020,15:00:00,null,null,null,null
8/23/2020,16:00:00,null,null,null,null
8/23/2020,17:00:00,null,null,null,null
8/23/2020,18:00:00,null,null,null,null
8/23/2020,19:00:00,null,null,null,null
8/23/2020,20:00:00,null,null,null,null
8/23/2020,21:00:00,null,null,null,null
8/23/2020,22:00:00,null,null,null,null
8/23/2020,23:00:00,null,null,null,null
8/24/2020,0:00:00,null,null,null,null
8/24/2020,1:00:00,null,null,null,null
8/24/2020,2:00:00,null,null,null,null
8/24/2020,3:00:00,null,null,null,null
8/24/2020,4:00:00,null,null,null,null
8/24/2020,5:00:00,null,null,null,null
8/24/2020,6:00:00,null,null,null,null
8/24/2020,7:00:00,null,null,null,null
8/24/2020,8:00:00,null,null,null,null
8/24/2020,9:00:00,null,null,null,null
8/24/2020,10:00:00,null,null,null,null
8/24/2020,11:00:00,null,null,null,null
8/24/2020,12:00:00,null,null,null,null
8/24/2020,13:00:00,null,null,null,null
8/24/2020,14:00:00,null,null,null,null
8/24/2020,15:00:00,null,null,null,null
8/24/2020,16:00:00,null,null,null,null
8/24/2020,17:00:00,null,null,null,null
8/24/2020,18:00:00,null,null,null,null
8/24/2020,19:00:00,null,null,null,null
8/24/2020,20:00:00,null,null,null,null
8/24/2020,21:00:00,null,null,null,null
8/24/2020,22:00:00,null,null,null,null
8/24/2020,23:00:00,null,null,null,null
8/25/2020,0:00:00,null,null,null,null
8/25/2020,1:00:00,null,null,null,null
8/25/2020,2:00:00,null,null,null,null
8/25/2020,3:00:00,null,null,null,null
8/25/2020,4:00:00,null,null,null,null
8/25/2020,5:00:00,null,null,null,null
8/25/2020,6:00:00,null,null,null,null
8/25/2020,7:00:00,null,null,null,null
8/25/2020,8:00:00,null,null,null,null
8/25/2020,9:00:00,null,null,null,null
8/25/2020,10:00:00,null,null,null,null
8/25/2020,11:00:00,null,null,null,null
8/25/2020,12:00:00,null,null,null,null
8/25/2020,13:00:00,null,null,null,null
8/25/2020,14:00:00,null,null,null,null
8/25/2020,15:00:00,null,null,null,null
8/25/2020,16:00:00,null,null,null,null
8/25/2020,17:00:00,null,null,null,null
8/25/2020,18:00:00,null,null,null,null
8/25/2020,19:00:00,null,null,null,null
8/25/2020,20:00:00,null,null,null,null
8/25/2020,21:00:00,null,null,null,null
8/25/2020,22:00:00,null,null,null,null
8/25/2020,23:00:00,null,null,null,null
8/26/2020,0:00:00,null,null,null,null
8/26/2020,1:00:00,null,null,null,null
8/26/2020,2:00:00,null,null,null,null
8/26/2020,3:00:00,null,null,null,null
8/26/2020,4:00:00,null,null,null,null
8/26/2020,5:00:00,null,null,null,null
8/26/2020,6:00:00,null,null,null,null
8/26/2020,7:00:00,null,null,null,null
8/26/2020,8:00:00,null,null,null,null
8/26/2020,9:00:00,null,null,null,null
8/26/2020,10:00:00,null,null,null,null
8/26/2020,11:00:00,null,null,null,null
8/26/2020,12:00:00,null,null,null,null
8/26/2020,13:00:00,null,null,null,null
8/26/2020,14:00:00,null,null,null,null
8/26/2020,15:00:00,null,null,null,null
8/26/2020,16:00:00,null,null,null,null
8/26/2020,17:00:00,null,null,null,null
8/26/2020,18:00:00,null,null,null,null
8/26/2020,19:00:00,null,null,null,null
8/26/2020,20:00:00,null,null,null,null
8/26/2020,21:00:00,null,null,null,null
8/26/2020,22:00:00,null,null,null,null
8/26/2020,23:00:00,null,null,null,null
8/27/2020,0:00:00,null,null,null,null
8/27/2020,1:00:00,null,null,null,null
8/27/2020,2:00:00,null,null,null,null
8/27/2020,3:00:00,null,null,null,null
8/27/2020,4:00:00,null,null,null,null
8/27/2020,5:00:00,null,null,null,null
8/27/2020,6:00:00,null,null,null,null
8/27/2020,7:00:00,null,null,null,null
8/27/2020,8:00:00,null,null,null,null
8/27/2020,9:00:00,null,null,null,null
8/27/2020,10:00:00,null,null,null,null
8/27/2020,11:00:00,null,null,null,null
8/27/2020,12:00:00,null,null,null,null
8/27/2020,13:00:00,null,null,null,null
8/27/2020,14:00:00,null,null,null,null
8/27/2020,15:00:00,null,null,null,null
8/27/2020,16:00:00,null,null,null,null
8/27/2020,17:00:00,null,null,null,null
8/27/2020,18:00:00,null,null,null,null
8/27/2020,19:00:00,null,null,null,null
8/27/2020,20:00:00,null,null,null,null
8/27/2020,21:00:00,null,null,null,null
8/27/2020,22:00:00,null,null,null,null
8/27/2020,23:00:00,null,null,null,null
8/28/2020,0:00:00,null,null,null,null
8/28/2020,1:00:00,null,null,null,null
8/28/2020,2:00:00,null,null,null,null
8/28/2020,3:00:00,null,null,null,null
8/28/2020,4:00:00,null,null,null,null
8/28/2020,5:00:00,null,null,null,null
8/28/2020,6:00:00,null,null,null,null
8/28/2020,7:00:00,null,null,null,null
8/28/2020,8:00:00,null,null,null,null
8/28/2020,9:00:00,null,null,null,null
